time,distance,gyro_angle
0,0,0
1,0,0
6,0,0
11,0,0
16,0,0
21,0,0
26,0,0
31,0,0
36,0,0
41,0,0
46,0,0
51,0,0
56,0,0
61,0,0
66,0,0
71,0,0
76,0,0
81,0,0
86,0,0
91,0,0
96,0,0
101,0,0
106,0,0
111,0,0
116,0,0
121,0,0
126,0,0
131,0,0
136,0,0
141,0,0
146,0,0
151,0,0
156,0,0
161,0,0
166,0,0
171,0,0
176,0,0
181,0,0
186,0,0
191,0,0
196,0,0
201,0,0
206,0,0
211,0,0
216,0,0
221,0,0
226,0,0
231,0,0
236,0,0
241,0,0
246,0,0
251,0,0
256,0,0
261,0,0
266,0,0
271,0,0
276,0,0
281,0,0
286,0,0
291,0,0
296,0,0
301,0,0
306,0,0
311,0,0
316,0,0
321,0,0
326,0,0
331,0,0
336,0,0
341,0,0
346,0,0
351,0,0
356,0,0
361,0,0
366,0,0
371,0,0
376,0,0
381,0,0
386,0,0
391,0,0
396,0,0
401,0,0
406,0,0
411,0,0
416,0,0
421,0,0
426,0,0
431,0,0
436,0,0
441,0,0
446,0,0
451,0,0
456,0,0
461,0,0
466,0,0
471,0,0
476,0,0
481,0,0
486,0,0
491,0,0
496,0,0
501,0,0
506,0,0
511,0,0
516,0,0
521,0,0
526,0,0
531,0,0
536,0,0
541,0,0
546,0,0
551,0,0
556,0,0
561,0,0
566,0,0
571,0,0
576,0,0
581,0,0
586,0,0
591,0,0
596,0,0
601,0,0
606,0,0
611,0,0
616,0,0
621,0,0
626,0,0
631,0,0
636,0,0
641,0,0
646,0,0
651,0,0
656,0,0
661,0,0
666,0,0
671,0,0
676,0,0
681,0,0
686,0,0
691,0,0
696,0,0
701,0,0
706,0,0
711,0,0
716,0,0
721,0,0
726,0,0
731,0,0
736,0,0
741,0,0
746,0,0
751,0,0
756,0,0
761,0,0
766,0,0
771,0,0
776,0,0
781,0,0
786,0,0
791,0,0
796,0,0
801,0,0
806,0,0
811,0,0
816,0,0
821,0,0
826,0,0
831,0,0
836,0,0
841,0,0
846,0,0
851,0,0
856,0,0
861,0,0
866,0,0
871,0,0
876,0,0
881,0,0
886,0,0
891,0,0
896,0,0
901,0,0
906,0,0
911,0,0
916,0,0
921,0,0
926,0,0
931,0,0
936,0,0
941,0,0
946,0,0
951,0,0
956,0,0
961,0,0
966,0,0
971,0,0
976,0,0
981,0,0
986,0,0
991,0,0
996,0,0
1001,0,0
1006,0,0
1011,0,0
1016,0,0
1021,0,0
1026,0,0
1031,0,0
1036,0,0
1041,0,0
1046,0,0
1051,0,0
1056,0,0
1061,0,0
1066,0,0
1071,0,0
1076,0,0
1081,0,0
1086,0,0
1091,0,0
1096,0,0
1101,0,0
1106,0,0
1111,0,0
1116,0,0
1121,0,0
1126,0,0
1131,0,0
1136,0,0
1141,0,0
1146,0,0
1151,0,0
1156,0,0
1161,0,0
1166,0,0
1171,0,0
1176,0,0
1181,0,0
1186,0,0
1191,0,0
1196,0,0
1201,0,0
1206,0,0
1211,0,0
1216,0,0
1221,0,0
1226,0,0
1231,0,0
1236,0,0
1241,0,0
1246,0,0
1251,0,0
1256,0,0
1261,0,0
1266,0,0
1271,0,0
1276,0,0
1281,0,0
1286,0,0
1291,0,0
1296,0,0
1301,0,0
1306,0,0
1311,0,0
1316,0,0
1321,0,0
1326,0,0
1331,0,0
1336,0,0
1341,0,0
1346,0,0
1351,0,0
1356,0,0
1361,0,0
1366,0,0
1371,0,0
1376,0,0
1381,0,0
1386,0,0
1391,0,0
1396,0,0
1401,0,0
1406,0,0
1411,0,0
1416,0,0
1421,0,0
1426,0,0
1431,0,0
1436,0,0
1441,0,0
1446,0,0
1451,0,0
1456,0,0
1461,0,0
1466,0,0
1471,0,0
1476,0,0
1481,0,0
1486,0,0
1491,0,0
1496,0,0
1501,0,0
1506,0,0
1511,0,0
1516,0,0
1521,0,0
1526,0,0
1531,0,0
1536,0,0
1541,0,0
1546,0,0
1551,0,0
1556,0,0
1561,0,0
1566,0,0
1571,0,0
1576,0,0
1581,0,0
1586,0,0
1591,0,0
1596,0,0
1601,0,0
1606,0,0
1611,0,0
1616,0,0
1621,0,0
1626,0,0
1631,0,0
1636,0,0
1641,0,0
1646,0,0
1651,0,0
1656,0,0
1661,0,0
1666,0,0
1671,0,0
1676,0,0
1681,0,0
1686,0,0
1691,0,0
1696,0,0
1701,0,0
1706,0,0
1711,0,0
1716,0,0
1721,0,0
1726,0,0
1731,0,0
1736,0,0
1741,0,0
1746,0,0
1751,0,0
1756,0,0
1761,0,0
1766,0,0
1771,0,0
1776,0,0
1781,0,0
1786,0,0
1791,0,0
1796,0,0
1801,0,0
1806,0,0
1811,0,0
1816,0,0
1821,0,0
1826,0,0
1831,0,0
1836,0,0
1841,0,0
1846,0,0
1851,0,0
1856,0,0
1861,0,0
1866,0,0
1871,0,0
1876,0,0
1881,0,0
1886,0,0
1891,0,0
1896,0,0
1901,0,0
1906,0,0
1911,0,0
1916,0,0
1921,0,0
1926,0,0
1931,0,0
1936,0,0
1941,0,0
1946,0,0
1951,0,0
1956,0,0
1961,0,0
1966,0,0
1971,0,0
1976,0,0
1981,0,0
1986,0,0
1991,0,0
1996,0,0
2001,0,0
2006,0,0
2011,0,0
2016,0,0
2021,0,0
2026,0,0
2031,0,0
2036,0,0
2041,0,0
2046,0,0
2051,0,0
2056,0,0
2061,0,0
2066,0,0
2071,0,0
2076,0,0
2081,0,0
2086,0,0
2091,0,0
2096,0,0
2101,0,0
2106,0,0
2111,0,0
2116,0,0
2121,0,0
2126,0,0
2131,0,0
2136,0,0
2141,0,0
2146,0,0
2151,0,0
2156,1,0
2161,0,0
2166,0,0
2171,1,0
2176,1,0
2181,0,0
2186,1,0
2191,0,0
2196,1,0
2201,0,0
2206,1,0
2211,1,0
2216,1,0
2221,0,0
2226,1,0
2231,1,0
2236,1,0
2241,1,0
2246,1,0
2251,1,0
2256,1,0
2261,1,0
2266,1,0
2271,1,0
2276,1,0
2281,1,0
2286,1,0
2291,1,0
2296,1,0
2301,1,0
2306,1,0
2311,1,0
2316,1,0
2321,1,0
2326,1,0
2331,1,0
2336,1,0
2341,1,0
2346,1,0
2351,1,0
2356,1,0
2361,1,0
2366,1,0
2371,1,0
2376,1,0
2381,1,0
2386,1,0
2391,1,0
2396,0,0
2401,1,0
2406,0,0
2411,0,0
2416,1,0
2421,0,0
2426,0,0
2431,0,0
2436,0,0
2441,0,0
2446,1,0
2451,1,0
2456,1,0
2461,1,0
2466,1,0
2471,1,0
2476,1,0
2481,0,0
2486,1,0
2491,1,0
2496,1,0
2501,1,0
2506,1,0
2511,1,0
2516,1,0
2521,1,0
2526,1,0
2531,1,0
2536,1,0
2541,0,0
2546,1,0
2551,1,0
2556,1,0
2561,1,0
2566,1,0
2571,1,1
2576,1,1
2581,1,1
